ID produit;Référence du produit;Nom du fournisseur;EAN 13;Nom du produit;Description courte;Description longue;Mots clés;Caractéristiques;Poids;Nombre de produits en stock;Titre de la page;Méta description;Photo 1;Photo 2;Photo 3;Photo 4;Photo 5;Etat;ID Marque;Nom Marque;ID Catégorie principale parente;Catégorie principale parente;ID Sous-catégorie principale;Sous-catégorie principale;Prix d'achat HT du produit;Prix du produit (TTC hors remise);Taux de tva;Quantité
#7193;P168;Ava;8436621350705;Vespa bleu  P168  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils à broder 51 couleurs,  Dimensions de l'ouvrage terminé : 28.6 x 28.6 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie</strong></em> à réaliser au <em><strong>point de croix compté</strong></em>,  sur une <em><strong>toile zweigart Aida blanche 6.3 points au cm</strong></em>,  les<em><strong> fils à broder coton mouliné de Luca-S et DMC de 51 couleurs</strong></em> dont <em><strong>25 mélanges</strong></em> triés sur carte,  (le dessin n'est pas imprimé sur la toile), <em><strong> diagramme en couleurs</strong></em>,  <em><strong>explications</strong></em>,  <em><strong>Dimensions de l'ouvrage terminé : 28.6 x 28.6 cm .<br />
Vespa bleu  P168  Ava</strong></em> .<br />
vendu sans cadre.</span></p>";"Ava  P168; Ava  P168  Vespa bleu; Marque  Ava P168; Vespa bleu  P168  Ava; broderie; broderie  Ava  P168; broderie  Vespa; kit; kit  Ava  P168; kit point croix  Ava  P168; kit point croix  Vespa; kit à broder; la-brodeuse; point compté; point de croix";"Kit de broderie au pointde croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;Les fils à broder coton mouliné de Luca-S et DMC de 51 couleurs dont 25 mélanges triés sur carte;Aiguille à broder N°26 de John James;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 28.6 x 28.6 cm";260;1;Ava  P168  Vespa bleu  kit point croix  la-brodeuse;Vespa bleu  P168  Ava,  kit au point de croix compté, toile zweigart Aida blanche 6.3 points au cm, fils à broder 51 couleurs, ouvrage terminé : 28.6 x 28.6 cm.;https://media.cdnws.com/_i/37812/m840-34892/1359/95/ava-p168-kit-poinbt-croix-vespa-bleu.jpeg;https://media.cdnws.com/_i/37812/m840-34891/6/94/ava-p168-kit-poinbt-croix-vespa-bleu-1.jpeg;https://media.cdnws.com/_i/37812/m840-34889/2406/92/ava-p168-kit-poinbt-croix-vespa-bleu-2.jpeg;https://media.cdnws.com/_i/37812/m840-34890/245/93/ava-p168-kit-poinbt-croix-vespa-bleu-3.jpeg;https://media.cdnws.com/_i/37812/m840-34897/1258/1/ava-p168-kit-poinbt-croix-vespa-bleu-4.jpeg;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;22,03;66,09;20;1
#7192;P148;Ava;8436621350651;La dame au jardin  P148  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils à broder 47 couleurs,  Dimensions de l'ouvrage terminé : 18 x 32 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie à réaliser au point de croix compté,  demi point croix,  point arrière,  sur une toile zweigart Aida blanche 6.3 points au cm,  les fils à broder coton mouliné de Luca-S et DMC 47 couleurs dont 4 mélanges triés sur carte,  ( le dessin n'est pas imprimé sur la toile),  suivant le diagramme en couleurs,  explications,  Dimensions de l'ouvrage terminé : 18 x 32 cm .<br />
La dame au jardin  P148  Ava .<br />
vendu sans cadre.</strong></em></span></p>";"Ava  P148; Ava  P148  La dame au jardin; La dame au jardin  P148  Ava; Marque  Ava  P148; broderie; broderie  Ava  P148; broderie  Femme; kit; kit  Ava  P148; kit point croix  Ava  P148; kit point croix  Femme; kit à broder; la-brodeuse; point compté; point croix";"kit de broderie au point de croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;Les fils à broder coton mouliné de Luca-S et DMC 47 couleurs dont 4 mélanges triés sur carte;Aiguille N°26 John Jame;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 18 x 32 cm";210;1;Ava  P148  La dame au jardin  kit point croix  la-brodeuse;La dame au jardin  P148  Ava,  kit au point de croix compté,  toile zweigart Aida 6.3 points au cm,  fils à broder 47 couleurs,  ouvrage terminé : 18 x 32 cm.;https://media.cdnws.com/_i/37812/m840-34888/894/91/ava-p148-kit-point-croix-la-dame-du-jardin.jpeg;https://media.cdnws.com/_i/37812/m840-34887/2034/90/ava-p148-kit-point-croix-la-dame-du-jardin-1.jpeg;https://media.cdnws.com/_i/37812/m840-34886/627/89/ava-p148-kit-point-croix-la-dame-du-jardin-2.jpeg;https://media.cdnws.com/_i/37812/m840-34885/2122/88/ava-p148-kit-point-croix-la-dame-du-jardin-3.jpeg;https://media.cdnws.com/_i/37812/m840-34898/3282/2/ava-p148-kit-point-croix-la-dame-du-jardin-4.jpeg;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;13,49;40,32;20;1
#7191;P123;Ava;8436621350644;Renard parmi les fleurs  P123  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida (54) rustico 6 points au cm,  fils à broder 53 couleurs,  Dimensions de l'ouvrage terminé : 24.5 x 23.5 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie à réaliser au point de croix compté,  demi point croix,  point arrière,  sur une toile zweigart Aida (54) Rustico 6 points au cm,  les fils à broder coton mouliné de Luca-S et DMC 53 couleurs dont 4 mélanges triés sur carte,  ( le dessin n'est pas imprimé sur la toile),  suivant le diagramme en couleurs,  explications,  Dimensions de l'ouvrage terminé : 24.5 x 23.5 cm .<br />
Renard parmi les fleurs  P123  Ava .<br />
vendu sans cadre.</strong></em></span></p>";"Ava  P123; Ava  P123  Renard parmi les fleurs; Marque  Ava  P123; Marque  Ava P123; Renard parmi les fleurs  P123  Ava; broderie; broderie  Ava  P123; broderie  Renard; kit; kit  Ava  P123; kit point croix  Ava  P123; kit point croix  Renard; kit à broder; la-brodeuse; point compté; point croix";"kit de broderie au point de croix compté;Le kit à broder comprend :;La toile zweigart Aida (54) Rustico 6 points au cm;Les fils à broder coton mouliné de Luca-S et DMC 53 couleurs dont 4 mélanges triés sur carte;Aiguille N°26 John Jame;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 24.5 x 23.5 cm";220;1;Ava  P123  Renard parmi les fleurs  kit point croix  la-brodeuse;Renard parmi les fleurs P123  Ava,  kit au point de croix compté, toile zweigart Aida rustico 6 points au cm, fils 57 couleurs, ouvrage terminé : 24.5 x 23.5 cm;https://media.cdnws.com/_i/37812/m840-34883/1448/86/ava-p123-kit-point-croix-fox.jpeg;https://media.cdnws.com/_i/37812/m840-34882/2969/85/ava-p123-kit-point-croix-fox-1.jpeg;https://media.cdnws.com/_i/37812/m840-34881/1038/84/ava-p123-kit-point-croix-fox-2.jpeg;https://media.cdnws.com/_i/37812/m840-34884/2823/87/ava-p123-kit-point-croix-fox-3.jpeg;https://media.cdnws.com/_i/37812/m840-34899/3184/3/ava-p123-kit-point-croix-fox-4.jpeg;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;16,06;48,19;20;1
#7190;P138;Ava;8,43662E+12;Le monde des rêves  P138  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils à broder 67 couleurs,  Dimensions de l'ouvrage terminé : 32 x 32 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie à réaliser au point de croix compté,  point arrière,  sur une toile zweigart Aida blanche 6.3 points au cm,  les fils à broder coton mouliné de Luca-S et DMC de 67 couleurs dont 7 mélanges triés sur carte,  (le dessin n'est pas imprimé sur la toile),  suivant le diagramme en couleurs,  explications,  Dimensions de l'ouvrage terminé : 32 x 32 cm .<br />
Le monde des rêves  P138  Ava .<br />
vendu sans cadre.</strong></em></span></p>";"Ava  P138; Ava  P138  Le monde des rêves; Le monde des rêves  P138  Ava; Marque  Ava  P138; broderie; broderie  Ava  P138; broderie féerie; kit; kit  Ava  P138; kit point croix  Ava P138; kit point croix  Montgolfier; kit à broder; la-brodeuse; point compté; point de croix";"Kit de broderie au pointde croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;Les fils à broder coton mouliné de Luca-S et DMC de 67 couleurs dont 7 mélanges;Aiguille à broder N°26 de John James;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 32 x 32 cm";360;1;Ava  P138  Le monde des rêves  kit point croix  la-brodeuse;Le monde des rêves  P138  Ava,  kit au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils 67 couleurs,  ouvrage terminé : 32 x 32 cm.;https://media.cdnws.com/_i/37812/m840-34879/1115/82/ava-p138-kit-point-croix-le-monde-des-reves.jpeg;https://media.cdnws.com/_i/37812/m840-34878/198/81/ava-p138-kit-point-croix-le-monde-des-reves-1.jpeg;https://media.cdnws.com/_i/37812/m840-34877/1306/80/ava-p138-kit-point-croix-le-monde-des-reves-2.jpeg;https://media.cdnws.com/_i/37812/m840-34900/511/4/ava-p138-kit-point-croix-le-monde-des-reves-4.jpeg;;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;26,28;78,85;20;1
#7189;P112;Ava;8436621350620;Lever du soleil  P112  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils à broder 54 couleurs,  Dimensions de l'ouvrage terminé : 31.5 x 31.5 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie à réaliser au point de croix compté,  sur une toile zweigart Aida blanche 6.3 points au cm,  les fils à broder coton mouliné de Luca-S et DMC de 54 couleurs dont 7 mélanges triés sur carte,    (le dessin n'est pas imprimé sur la toile),  suivant le diagramme en couleurs,  explications fournie,  Dimensions de l'ouvrage terminé : 31.5 x 31.5 cm .<br />
Lever du soleil  P112  Ava .<br />
vendu sans cadre.</strong></em></span><br />
 </p>";"Ava  P112  Lever du soleil; Lever du soleil  P112  Ava; Marque  Ava  P112; broderie; broderie  Ava  P112; broderie  Montagne; broderie  Paysage de montagne; kit; kit  Ava  P112; kit point croix  Paysage; kit point de croix  Ava  P112; kit à broder; la-brodeuse; point compté; point de croix";"Kit de broderie au pointde croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;les fils à broder coton mouliné de Luca-S et DMC de 54 couleurs dont 7 mélanges triés sur carte;Aiguille à broder N°26 de John James;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 31.5 x 31.5 cm";270;1;Ava  P112  Lever du soleil  kit point croix  la-brodeuse;Lever du soleil  P112  Ava de Ava,  kit au point de croix compté,  toile zweigart Aida 6.3 points au cm,  fils 54 couleurs,  ouvrage terminé : 31.5 x 31.5 cm.;https://media.cdnws.com/_i/37812/m840-34871/2384/74/ava-p112-kit-point-croix-lever-de-soleil-sur-la-montagne.jpeg;https://media.cdnws.com/_i/37812/34869/3339/72/ava-p112-kit-point-croix-lever-de-soleil-sur-la-montagne-1.jpeg;https://media.cdnws.com/_i/37812/34868/658/71/ava-p112-kit-point-croix-lever-de-soleil-sur-la-montagne-2.jpeg;https://media.cdnws.com/_i/37812/34870/385/73/ava-p112-kit-point-croix-lever-de-soleil-sur-la-montagne-3.jpeg;https://media.cdnws.com/_i/37812/m840-34896/3086/0/ava-p112-kit-point-croix-lever-de-soleil-sur-la-montagne-4.jpeg;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;20,9;62,7;20;1
#7117;P127;Ava;8436621350613;La chaleur du foyer  P120  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils à broder 49 couleurs,  Dimensions de l'ouvrage terminé : 26 x 25 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie à réaliser au point de croix compté,  demi point croix,  point arrière,  sur une toile zweigart Aida blanche 6.3 points au cm,  les fils coton mouliné de Luca-S et DMC de 49 couleurs dont 2 mélanges triés sur carte,  (le dessin n'est pas imprimé sur la toile),  aiguille à broder N°26,  suivant le diagramme en noir et blanc,  explications fournie,  Dimensions de l'ouvrage terminé : 26 x 25 cm .<br />
Chaleur du foyer  P120  Ava .</strong></em><br />
vendu sans cadre.</span></p>";"Ava  P120; Ava  P120  La chaleur du foyer; La chaleur du foyer  P120  Ava; Marque  Ava  P120; broderie; broderie  Ava  P120; broderie  Chat; chat en broderie; kit; kit  Ava  P120; kit point croix  Ava  P120; kit point croix  Chat; kit à broder; la-brodeuse; point compté; point croix";"Kit de broderie au point de croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;Les fils coton mouliné de Luca-S et DMC de 49 couleurs dont 2 mélanges triés sur carte;Aiguille N°26 John James;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 26 x 25 cm";230;1;Ava  P120  La chaleur du foyer  kit point croix  la-brodeuse;La chaleur du foyer  P120  Ava,  kit au point de croix compté,  toile zweigart Aida 6.3 points au cm,  fils à broder 49 couleurs,  ouvrage terminé : 26 x 25 cm.;https://media.cdnws.com/_i/37812/m840-34188/2696/89/ava-p120-kit-point-croix-la-chaleur-du-foyer.jpeg;https://media.cdnws.com/_i/37812/m840-34185/101/86/ava-p120-kit-point-croix-la-chaleur-du-foyer-2.jpeg;https://media.cdnws.com/_i/37812/m840-34184/989/85/ava-p120-kit-point-croix-la-chaleur-du-foyer-3.jpeg;https://media.cdnws.com/_i/37812/m840-34187/3686/88/ava-p120-kit-point-croix-la-chaleur-du-foyer-4.jpeg;https://media.cdnws.com/_i/37812/m840-34186/1646/87/ava-p120-kit-point-croix-la-chaleur-du-foyer-1.jpeg;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;16,27;48,81;20;1
#7109;P110;Ava;8436621350590;Le parfum des fleurs  P110  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida ivoire 6.3 points au cm,  fils à broder 62 couleurs,  Dimensions de l'ouvrage terminé : 28.6 x 28.6 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie à réaliser au point de croix compté,  point arrière,  sur une toile zweigart Aida ivoire 6.3 points au cm,  les fils coton mouliné de Luca-S et DMC de 62 couleurs dont 25 mélanges triés sur carte,  (le dessin n'est pas imprimé sur la toile),  aiguille à broder N°26,  suivant le diagramme en noir et blanc,  explications fournie,  Dimensions de l'ouvrage terminé : 28.6 x 28.6 cm .<br />
Parfum de fleurs  P110  Ava .</strong></em><br />
vendu sans cadre.</span></p>";"Ava  P110; Ava  P110  Le parfum des fleurs; La-brodeuse; Le parfum des fleurs  P110  Ava; Marque  Ava  P110; broderie; broderie  Ava  P110; broderie  Femme; broderie  Fleurs; kit; kit  Ava  P110; kit point croix  Ava  P110; kit point croix  Fleurs; kit à broder; point compté; point croix";"Kit de broderie au point de croix compté;Le kit à broder comprend :;La toile zweigart Aida ivoire 6.3 points au cm;Les fils coton mouliné de Luca-S et DMC de 62 couleurs dont 25 mélanges triés sur carte;Aiguille N°26 John James;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 28.6 x 28.6 cm";280;1;Ava  P110  Le parfum des fleurs  kit point croix  la-brodeuse;Le parfum des fleurs P110  Ava,  kit au point de croix compté, toile zweigart Aida 6.3 points au cm, fils à broder 62 couleurs, ouvrage terminé : 28.6 x 28.6 cm;https://media.cdnws.com/_i/37812/m840-33991/2328/95/ava-p110-kit-point-croix-le-parfum-des-fleurs.jpeg;https://media.cdnws.com/_i/37812/m840-33989/1002/93/ava-p110-kit-point-croix-le-parfum-des-fleurs-1.jpeg;https://media.cdnws.com/_i/37812/m840-33988/244/92/ava-p110-kit-point-croix-le-parfum-des-fleurs-3.jpeg;https://media.cdnws.com/_i/37812/m840-33990/2971/94/ava-p110-kit-point-croix-le-parfum-des-fleurs-4.jpeg;https://media.cdnws.com/_i/37812/m840-33992/712/96/ava-p110-kit-point-croix-le-parfum-des-fleurs-5.jpeg;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;22,3;66,42;20;1
#7108;P102;Ava;8436621350583;Armoire bleu  P102  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils à broder 58 couleurs,  dimensions de l'ouvrage terminé : 32 x 31.6 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie</strong></em> à réaliser au <em><strong>point de croix compté</strong></em>, <em><strong> demi point croix</strong></em>,  <em><strong>point arrière</strong></em>,  sur une<em><strong> toile zweigart Aida blanche 6.3 points au cm</strong></em>,  les <em><strong>fils à broder coton mouliné de Luca-S et DMC de 58 couleurs</strong></em> dont 5 mélanges triés sur carte,  (le dessin n'est pas imprimé sur la toile),  <em><strong>aiguille à broder N°26</strong></em>,  diagramme en noir et blanc,  explications,  <em><strong>Dimensions de l'ouvrage terminé : 32 x 31.6 cm .<br />
Armoire bleu  P102  Ava .</strong></em><br />
vendu sans cadre.</span></p>";"Armoire bleu  P102  Ava; Ava  P102; Ava  P102  Armoire bleu; La-brodeuse; Marque  Ava  P102; Vaisselier  point croix; broderie; broderie  Ava  P102; broderie  Vaisselier; kit; kit  Ava  P102; kit point croix   Vaisselier; kit point croix  Ava  P102; kit à broder; point compté; point croix";"Kit de broderie au point de croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;Les fils coton mouliné de Luca-S et DMC de 58 couleurs dont 5 mélanges triés sur carte;Aiguille N°26 John James;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 32 x 31.6 cm";280;1;Ava  P102  Armoire bleu  kit point croix  la-brodeuse;Armoire bleu  P102  Ava,  kit au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm, fils à broder 58 couleurs, ouvrage terminé : 32 x 31.6 cm;https://media.cdnws.com/_i/37812/m840-33986/3240/90/ava-p102-kit-point-croix-armoire-bleu.jpeg;https://media.cdnws.com/_i/37812/m840-33987/3774/91/ava-p102-kit-point-croix-armoire-bleu-1.jpeg;https://media.cdnws.com/_i/37812/m840-33985/3313/89/ava-p102-kit-point-croix-armoire-bleu-2.jpeg;https://media.cdnws.com/_i/37812/m840-33984/3999/88/ava-p102-kit-point-croix-armoire-bleu-3.jpeg;;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;22,7;68,31;20;1
#7107;P107;Ava;8436621350569;Chemin fleuri  P107  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils à broder 60 couleurs,  dimensions de l'ouvrage terminé : 38 x 37.3 cm;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie à réaliser au point de croix compté,  demi point croix,  point arrière,  sur une toile zweigart Aida blanche 6.3 points au cm,  les fils coton mouliné de Luca-S et DMC de 60 couleurs dont 9 mélanges triés sur carte,  (le dessin n'est pas imprimé sur la toile),  aiguille à broder N°26,  suivant le diagramme en noir et blanc,  explications fournie,  Dimensions de l'ouvrage terminé : 38 x 37.3 cm .<br />
Chemin fleuri  P107  Ava .</strong></em><br />
vendu sans cadre.</span></p>";"Ava  P107; Ava  P107  Chemin fleuri; Chemin fleuri  P107  Ava; La-brodeuse; Marque  Ava  P107; broderie; broderie  Ava  P107; broderie  Paysage; kit; kit  Ava  P107; kit point croix  Ava  P107; kit point croix  Paysage; kit à broder; point compté; point croix";"Kit de broderie au point de croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;Les fils coton mouliné de Luca-S et DMC de 60 couleurs dont 9 mélanges triés sur carte;Aiguille N°26 John James;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 38 x 37.3 cm";330;1;Ava  P107  Chemin fleuri  kit point croix  la-brodeuse;Chemin fleuri  P107  Ava,  kit au point de croix compté,  toile zweigart Aida 6.3 points au cm,  fils à broder 60 couleurs, ouvrage terminé : 38 x 37.3 cm;https://media.cdnws.com/_i/37812/m840-33982/2540/86/ava-p107-kit-point-croix-chemin-fleuri.jpeg;https://media.cdnws.com/_i/37812/m840-33981/2208/85/ava-p107-kit-point-croix-chemin-fleuri-1.jpeg;https://media.cdnws.com/_i/37812/m840-33979/2475/83/ava-p107-kit-point-croix-chemin-fleuri-4.jpeg;https://media.cdnws.com/_i/37812/m840-33980/3853/84/ava-p107-kit-point-croix-chemin-fleuri-2.jpeg;https://media.cdnws.com/_i/37812/m840-33983/270/87/ava-p107-kit-point-croix-chemin-fleuri-3.jpeg;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;26,33;78,99;20;1
#7106;P113;Ava;8436621350606;Aventure dans les Alpes  P113  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils à broder 52 couleurs,  dimensions de l'ouvrage terminé : 32 x 31.3 cm;"<p><strong><em><span style=""font-size:16px;"">Kit de broderie à réaliser au point de croix compté,  demi point croix,  point arrière,  sur une toile zweigart Aida blanche 6.3 points au cm,  les fils coton mouliné de Luca-S et DMC de 52 couleurs dont 2 mélanges triés sur carte,  (le dessin n'est pas imprimé sur la toile),  aiguille à broder N°26,  suivant le diagramme en noir et blanc,  explications fournie,  Dimensions de l'ouvrage terminé : 32 x 31.3 cm .<br />
Aventure dans les Alpes  P113  Ava .</span></em></strong><br />
<span style=""font-size:16px;"">vendu sans cadre</span><strong><em><span style=""font-size:16px;"">.</span></em></strong></p>";"Ava  P113; Ava  P113  Aventure dans les Alpes; Aventure dans les Alpes  P113  Ava; La-brodeuse; Marque  Ava  P113; broderie; broderie  Ava  P113; broderie  Montagne; kit; kit  Ava  P113; kit point croix  Ava  P113; kit point croix  Montagne; kit à broder; point compté; point croix";"Kit de broderie au point de croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;Ls fils coton mouliné de Luca-S et DMC de 58 couleurs dont 5 mélanges triés sur carte;Aiguille N°26 John James;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 32 x 31.3 cm";270;1;Ava  P113  Aventure dans les Alpes  kit point croix  la-brodeuse;Aventure dans les Alpes P113 Ava,  kit au point de croix compté, toile zweigart Aida 6.3 points au cm, fils à broder 52 couleurs, ouvrage terminé : 32 x 31.3 cm;https://media.cdnws.com/_i/37812/m840-33976/515/80/ava-p113-kit-point-croix-aventure-dans-les-alpes.jpeg;https://media.cdnws.com/_i/37812/m840-33975/3658/79/ava-p113-kit-point-croix-aventure-dans-les-alpes-3.jpeg;https://media.cdnws.com/_i/37812/m840-33977/3961/81/ava-p113-kit-point-croix-aventure-dans-les-alpes-2.jpeg;https://media.cdnws.com/_i/37812/m840-33978/1074/82/ava-p113-kit-point-croix-aventure-dans-les-alpes-1.jpeg;;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;20,25;60,69;20;1
#7094;P109;Ava;8436621350538;Cabane champignon  P109  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm,  fils à broder 37 couleurs,  Dimensions de l'ouvrage terminé : 24.5 x 22 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie</strong></em> à réaliser au <em><strong>point de croix compté</strong></em>,  <em><strong>point nœud</strong></em>,  <em><strong>point arrière</strong></em>,  sur une <em><strong>toile zweigart Aida 6.3 points au cm</strong></em>,  les<em><strong> fils à broder coton mouliné de Luca-S et DMC de 37 couleurs</strong></em> triés sur carte dont 12 mélanges,  (le dessin n'est pas imprimé sur la toile),  <em><strong>aiguille à broder N°26</strong></em> de John James,  diagramme en couleurs,  explications,  <em><strong>Dimensions de l'ouvrage terminé : 24.5 x 22 cm .<br />
Cabane champignon  P109  Ava</strong></em> .<br />
vendu sans cadre.</span></p>";"Ava  P109; Ava  P109  Cabane champignon; Cabane champignon  P109  Ava; La-brodeuse; Marque  Ava  P109; broderie; broderie  Ava  P109; broderie  Champignon; broderie  Féerie; kit; kit  Ava  P109; kit point croix  Ava  P109; kit point croix  Féerie; kit à broder; point compté; point de croix";"Kit de broderie au point de croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;Les fils à broder coton mouliné de Luca-S et DMC de 37 couleurs triés sur carte dont 12 mélanges;Aiguille à broder N°26 de John James;Diagramme en couleurs;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage terminé : 24.5 x 22 cm";210;1;Ava  P109  Cabane champignon  kit point de croix;Cabane champignon  P109  Ava,  kit au point de croix compté,  toile zweigart Aida 6.3 points au cm,  fils à broder 37 couleurs, ouvrage terminé : 24.5 x 22 cm.;https://media.cdnws.com/_i/37812/m840-33903/2325/7/ava-p109-kit-point-de-croix-cabane-champignon.jpeg;https://media.cdnws.com/_i/37812/m840-33902/1916/6/ava-p109-kit-point-de-croix-cabane-champignon-2.jpeg;https://media.cdnws.com/_i/37812/m840-33905/719/9/ava-p109-kit-point-de-croix-cabane-champignon-1.jpeg;https://media.cdnws.com/_i/37812/m840-33901/1343/5/ava-p109-kit-point-de-croix-cabane-champignon-4.jpeg;https://media.cdnws.com/_i/37812/m840-33904/2230/8/ava-p109-kit-point-de-croix-cabane-champignon-3.jpeg;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;14,47;43,41;20;1
#7093;P134;Ava;8436621350538;Dame en rouge  P134  Ava;Présentation d'un kit de broderie au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm, fils à broder 65 couleurs,  Dimensions de l'ouvrage terminé : 32 x 32 cm.;"<p><span style=""font-size:16px;""><em><strong>Kit de broderie à réaliser au point de croix compté,  point arrière,  sur une toile zweigart Aida blanche 6.3 points au cm,  les fils coton mouliné à broder de Luca-S et DMC de 65 couleurs triés sur carte dont 12 mélanges,  (le dessin n'est pas imprimé sur la toile),  aiguille à broder N°26 de John James,  suivant le diagramme en couleurs,  explications fournie,  Dimensions de l'ouvrage  terminé : 32 x 32 cm .<br />
Dame en rouge  P134  Ava .</strong></em><br />
vendu sans cadre.</span></p>";"Ava  P134; Ava  P134  Dame en rouge; Dame en rouge  P134  Ava; Dame en rouge  broderie; La-brodeuse; Marque  Ava  P134; broderie; broderie  Ava  P134; broderie  Dame en rouge; kit; kit  Ava  P134; kit point de croix  Ava  P134; kit point de croix  Dame en rouge; kit à broder; point compté; point de croix";"Kit de broderie au point de croix compté;Le kit à broder comprend :;La toile zweigart Aida blanche 6.3 points au cm;Les fils coton mouliné à broder de Luca-S et DMC de 65 couleurs triés sur carte dont 12 mélanges;Diagramme en couleurs;Une aiguille N°26 John James;Explications en plusieurs langues dont le français;Dimensions de l'ouvrage  terminé : 32 x 32 cm";310;1;Ava  P134  Dame en rouge  kit point de croix;Dame en rouge  P134  Ava,  kit au point de croix compté,  toile zweigart Aida blanche 6.3 points au cm, fils à broder 65 couleurs,  ouvrage terminé : 32 x 32 cm;https://media.cdnws.com/_i/37812/m840-33897/2925/1/ava-p134-kit-point-de-croix-la-dame-en-rouge.jpeg;https://media.cdnws.com/_i/37812/m840-33894/2014/97/ava-p134-kit-point-de-croix-la-dame-en-rouge-1.jpeg;https://media.cdnws.com/_i/37812/m840-33895/40/98/ava-p134-kit-point-de-croix-la-dame-en-rouge-3.jpeg;https://media.cdnws.com/_i/37812/m840-33896/3600/0/ava-p134-kit-point-de-croix-la-dame-en-rouge-2.jpeg;https://media.cdnws.com/_i/37812/m840-33898/1083/2/ava-p134-kit-point-de-croix-la-dame-en-rouge-4.jpeg;Affiché;#90;Ava;#7;Kits  de  Broderie  par  Marque;#349;Ava;25,55;76,6;20;1
